,collision,speed,ik,object collision,velocity
381,0,0,0,0,0
382,0,0,0,5,2
383,0,0,0,0,0
384,0,0,0,3,0
385,0,0,0,0,0
386,0,0,0,57,23
387,0,0,0,8,3
388,0,0,0,0,0
389,0,0,0,0,0
390,1,0,0,23,8
391,0,0,0,0,0
392,0,0,0,0,0
393,0,0,0,0,0
394,0,0,0,0,0
395,1,0,0,16,8
396,0,0,0,31,4
397,0,0,0,2,1
398,0,0,0,0,0
399,1,1,0,0,1
400,0,0,0,0,0
401,0,0,0,0,0
402,1,0,0,0,0
403,1,0,0,0,1
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,1,0
409,1,0,0,0,1
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,8,1
413,1,0,0,0,1
414,0,0,0,16,8
415,0,0,0,0,0
416,1,0,0,0,0
417,0,0,0,0,0
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,1,0,0,31,10
422,0,0,0,36,6
423,0,0,0,0,0
424,0,0,0,10,2
425,0,0,0,0,0
426,0,0,0,0,0
427,0,0,0,0,0
428,0,0,0,0,0
429,0,0,0,0,0
430,0,0,0,0,0
431,0,0,0,0,0
432,0,0,0,46,7
433,0,0,0,55,9
434,0,0,0,0,0
435,0,0,0,39,13
436,0,0,0,44,29
437,0,0,0,0,0
438,0,0,0,42,3
439,0,0,0,0,0
440,0,0,0,0,0
441,0,0,0,0,0
442,1,0,0,29,25
443,0,0,0,0,0
444,1,0,0,47,34
445,0,0,0,0,0
446,0,0,0,0,0
447,0,0,0,0,0
448,1,0,0,0,1
449,0,0,0,0,0
450,0,0,0,0,0
451,0,0,0,0,0
452,0,0,0,0,0
453,0,0,0,0,0
454,0,0,0,14,9
455,0,0,0,0,0
456,1,0,0,26,21
457,0,0,0,0,0
458,1,0,0,3,3
459,0,0,0,0,0
460,0,0,0,0,0
461,0,0,0,0,0
462,1,0,0,24,16
463,0,0,0,39,34
464,0,0,0,0,0
465,0,0,0,0,0
466,0,0,0,0,0
467,0,0,0,0,0
468,0,0,0,0,0
469,0,0,0,0,0
470,0,0,0,0,0
471,0,0,0,0,0
472,1,0,0,55,50
473,0,0,0,0,0
474,0,0,0,0,0
475,0,0,0,0,0
476,0,0,0,0,0
477,0,0,0,0,0
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,0
481,0,0,0,2,0
482,0,0,0,0,0
483,0,0,0,21,1
484,0,0,0,0,0
485,0,0,0,0,0
486,0,0,0,0,0
487,0,0,0,0,0
488,0,0,0,0,0
489,0,0,0,14,8
490,0,0,0,0,0
491,0,0,0,0,0
492,0,0,0,0,0
493,0,0,0,0,0
494,1,0,0,59,46
495,0,0,0,6,4
496,0,0,0,0,0
497,0,0,0,0,0
498,0,0,0,0,0
499,1,0,0,0,1
500,0,0,0,0,0
501,0,0,0,0,0
502,0,0,0,0,0
503,0,0,0,0,0
504,0,0,0,0,0
505,0,0,0,0,0
506,0,0,0,0,0
507,0,0,0,0,0
508,1,0,0,0,1
509,0,0,0,0,0
510,0,0,0,0,0
511,0,0,0,0,0
512,0,0,0,0,0
513,0,0,0,0,0
514,0,0,0,0,0
515,1,0,0,0,1
516,0,0,0,0,0
517,1,0,0,9,8
518,0,0,0,0,0
519,0,0,0,0,0
520,0,0,0,0,0
521,0,0,0,0,0
522,0,1,0,0,0
523,0,0,0,0,0
524,0,0,0,0,0
525,0,0,0,0,0
526,0,0,0,0,0
527,0,0,0,0,0
528,0,0,0,0,0
529,0,0,0,32,5
530,0,0,0,0,0
531,0,0,0,40,8
532,0,0,0,0,0
533,0,0,0,0,0
534,0,0,0,29,16
535,0,0,0,0,0
536,1,0,0,4,5
537,0,0,0,0,0
538,0,0,0,0,0
539,2,0,0,0,1
540,0,0,0,0,0
541,0,0,0,0,0
542,0,0,0,0,0
543,0,0,0,0,0
544,0,0,0,0,0
545,0,0,0,0,0
546,0,0,0,0,0
547,0,0,0,0,0
548,0,0,0,0,0
549,0,0,0,0,0
550,0,0,0,0,0
551,0,0,0,0,0
552,0,0,0,0,0
553,0,0,0,0,0
554,0,0,0,0,0
555,0,0,0,0,0
556,0,0,0,0,0
557,0,0,0,0,0
558,0,0,0,0,0
559,2,0,0,55,15
560,0,0,0,0,0
561,0,0,0,0,0
562,0,0,0,23,0
563,0,0,0,0,0
564,0,0,0,0,0
565,0,0,0,0,0
566,0,0,0,28,7
567,0,0,0,0,0
568,0,0,0,6,4
569,0,0,0,0,0
570,0,0,0,0,0
571,0,0,0,13,3
572,0,0,0,56,23
573,0,0,0,0,0
574,0,0,0,0,0
575,0,0,0,0,0
576,0,0,0,0,0
577,0,0,0,0,0
578,1,0,0,0,1
579,0,0,0,0,0
580,1,0,0,10,7
581,0,0,0,1,0
582,0,0,0,0,0
583,0,0,0,0,0
584,0,0,0,0,0
585,0,0,0,0,0
586,0,0,0,0,0
587,0,0,0,0,0
588,0,0,0,1,1
589,0,0,0,0,0
590,0,0,0,0,0
591,0,0,0,0,0
592,0,0,0,0,0
593,0,0,0,0,0
594,0,0,0,0,0
595,1,0,0,0,1
596,0,0,0,0,0
597,0,0,0,0,0
598,2,0,0,0,2
599,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,0,0,0,0
604,1,0,0,0,1
605,0,0,0,0,0
606,0,0,0,0,0
607,0,0,0,0,0
608,0,0,0,29,2
609,0,0,0,0,0
610,2,0,0,0,2
611,0,0,0,0,0
612,0,0,0,0,0
613,0,0,0,39,33
614,0,0,0,0,0
615,0,0,0,0,0
616,0,0,0,0,0
617,0,0,0,0,0
618,0,0,0,0,0
619,1,0,0,0,1
620,0,0,0,0,0
621,0,0,0,0,0
622,0,0,0,0,0
623,0,0,0,0,0
624,1,0,0,0,1
625,0,0,0,0,0
626,0,0,0,0,0
627,0,0,0,0,0
628,0,0,0,0,0
629,0,0,0,0,0
630,0,0,0,0,0
631,0,0,0,9,4
632,0,0,0,0,0
633,0,0,0,0,0
634,0,0,0,0,0
635,0,0,0,0,0
636,0,0,0,0,0
637,0,0,0,0,0
638,0,0,0,26,14
639,0,0,0,0,0
640,0,0,0,0,0
641,0,0,0,5,1
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,1,0,0,0,1
647,0,0,0,0,0
648,1,0,0,0,1
649,0,0,0,0,0
650,0,0,0,0,0
651,0,0,0,0,0
652,0,0,0,0,0
653,0,0,0,0,0
654,0,0,0,0,0
655,0,0,0,3,0
656,0,0,0,0,0
657,0,0,0,44,0
658,0,0,0,0,0
659,0,0,0,0,0
660,0,0,0,0,0
661,0,0,0,0,0
662,0,0,0,0,0
663,0,0,0,0,0
664,1,0,0,0,1
665,0,0,0,0,0
666,0,0,0,76,35
667,0,0,0,0,0
668,0,0,0,0,0
669,0,0,0,0,0
670,0,0,0,0,0
671,0,0,0,2,2
672,0,0,0,0,0
673,0,0,0,24,16
674,0,0,0,0,0
675,0,0,0,14,0
676,1,0,0,10,9
677,1,0,0,0,1
678,0,0,0,0,0
679,0,0,0,0,0
680,0,0,0,0,0
681,0,0,0,0,0
682,0,0,0,0,0
683,0,0,0,0,0
684,0,0,0,7,6
685,0,0,0,0,0
686,2,0,0,0,2
687,0,0,0,0,0
688,0,0,0,0,0
689,0,0,0,0,0
690,0,0,0,0,0
691,0,0,0,0,0
692,0,0,0,0,0
693,0,0,0,0,0
694,0,0,0,3,0
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0,0
698,0,0,0,1,0
699,0,0,0,0,0
700,0,0,0,0,0
701,1,0,0,0,1
702,0,0,0,0,0
703,1,0,0,0,1
704,0,0,0,0,0
705,0,0,0,0,0
706,0,0,0,0,0
707,0,0,0,0,0
708,1,0,0,0,1
709,0,0,0,0,0
710,1,0,0,5,4
711,0,0,0,0,0
712,0,0,0,0,0
713,0,0,0,0,0
714,0,0,0,0,0
715,0,0,0,0,0
716,0,0,0,0,0
717,0,0,0,0,0
718,0,0,0,0,0
719,0,0,0,27,3
720,0,0,0,0,0
721,0,0,0,0,0
722,0,0,0,7,4
723,0,0,0,0,0
724,1,0,0,0,0
725,1,0,0,5,3
726,0,0,0,32,24
727,0,0,0,0,0
728,0,0,0,0,0
729,0,0,0,0,0
730,0,0,0,0,0
731,0,0,0,0,0
732,0,0,0,0,0
733,0,0,0,0,0
734,1,0,0,0,1
735,0,0,0,0,0
736,0,0,0,0,0
737,0,0,0,0,0
738,0,0,0,0,0
739,0,0,0,0,0
740,0,0,0,17,9
741,0,0,0,4,0
742,0,0,0,0,0
743,1,0,0,17,8
744,0,0,0,0,0
745,1,0,0,0,0
746,0,0,0,0,0
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,0
750,0,0,0,0,0
751,0,0,0,0,0
752,0,0,0,27,6
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,1,0,0,0,0
759,0,0,0,29,9
760,0,0,0,0,0
761,0,0,0,0,0
762,0,0,0,0,0
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,34,2
768,0,0,0,0,0
769,0,0,0,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,1,0,0,0,1
773,0,0,0,0,0
774,0,0,0,0,0
775,0,0,0,0,0
776,1,0,0,0,1
777,0,0,0,0,0
778,0,0,0,2,0
779,1,0,0,0,1
780,0,0,0,19,15
781,1,0,0,0,1
782,0,0,0,0,0
783,0,0,0,0,0
784,1,0,0,0,0
785,0,0,0,3,1
786,2,0,0,1,2
787,0,0,0,0,0
788,0,0,0,0,0
789,0,0,0,0,0
790,0,0,0,0,0
791,0,0,0,0,0
792,0,0,0,0,0
793,0,0,0,0,0
794,0,0,0,0,0
795,0,0,0,5,5
796,0,0,0,0,0
797,0,0,0,0,0
798,1,0,0,3,3
799,2,0,0,0,1
800,0,0,0,0,0
801,1,0,0,4,3
802,0,0,0,0,0
803,0,0,0,0,0
804,1,0,0,4,3
805,0,0,0,0,0
806,0,0,0,0,0
807,0,0,0,0,0
808,1,0,0,3,3
809,0,0,0,0,0
810,1,0,0,0,1
811,0,0,0,8,7
812,0,0,0,0,0
813,0,0,0,0,0
814,0,0,0,6,3
815,0,0,0,0,0
816,0,0,0,0,0
817,0,0,0,0,0
818,0,0,0,0,0
819,0,0,0,0,0
820,0,0,0,0,0
821,0,0,0,0,0
822,0,0,0,0,0
823,0,0,0,0,0
824,2,0,0,2,3
825,0,0,0,0,0
826,0,0,0,0,0
827,0,0,0,0,0
828,0,0,0,0,0
829,0,0,0,0,0
830,0,0,0,0,0
831,0,0,0,0,0
832,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,0,0,0,2,2
836,2,0,0,0,2
837,0,0,0,0,0
838,1,0,0,6,7
839,0,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,0
842,0,0,0,0,0
843,0,0,0,0,0
844,0,0,0,72,13
845,0,0,0,0,0
846,0,0,0,0,0
847,0,0,0,4,4
848,1,0,0,0,1
849,1,0,0,0,1
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,0,0
854,0,0,0,0,0
855,0,0,0,0,0
856,0,0,0,0,0
857,0,0,0,4,2
858,0,0,0,0,0
859,1,0,0,24,21
860,1,0,0,3,3
861,0,0,0,0,0
862,0,0,0,0,0
863,0,0,0,5,5
864,0,0,0,0,0
865,0,0,0,1,0
866,0,0,0,0,0
867,1,0,0,6,6
868,0,0,0,0,0
869,0,0,0,66,48
870,0,0,0,0,0
871,1,0,0,0,1
872,0,0,0,0,0
873,0,0,0,0,0
874,0,0,0,0,0
875,0,0,0,7,4
876,1,0,0,0,0
877,0,0,0,0,0
878,0,0,0,0,0
879,1,0,0,0,1
880,0,0,0,0,0
881,0,0,0,2,1
882,0,0,0,0,0
883,0,0,0,0,0
884,0,0,0,0,0
885,1,0,0,0,1
886,0,0,0,0,0
887,0,0,0,0,0
888,0,0,0,0,0
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,0,0
892,0,0,0,0,0
893,0,0,0,0,0
894,0,0,0,3,2
895,0,0,0,0,0
896,0,0,0,0,0
897,0,0,0,0,0
898,0,0,0,0,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,0,0,0,0
902,0,0,0,0,0
903,1,0,0,0,1
904,0,0,0,1,0
905,0,0,0,5,3
906,0,0,0,0,0
907,0,0,0,18,2
908,0,0,0,0,0
909,0,0,0,0,0
910,0,0,0,0,0
911,0,0,0,0,0
912,0,0,0,0,0
913,0,0,0,0,0
914,0,0,0,0,0
915,0,0,0,0,0
916,0,0,0,1,0
917,0,0,0,0,0
918,0,0,0,48,31
919,0,0,0,75,56
920,0,0,0,0,0
921,0,0,0,4,0
922,0,0,0,0,0
923,1,0,0,0,1
924,0,0,0,0,0
925,1,0,0,0,1
926,0,0,0,0,0
927,0,0,0,0,0
928,0,0,0,0,0
929,0,0,0,0,0
930,0,0,0,0,0
931,0,0,0,0,0
932,0,0,0,0,0
933,0,0,0,0,0
934,0,0,0,0,0
935,0,0,0,9,0
936,0,0,0,0,0
937,0,0,0,0,0
938,0,0,0,0,0
939,0,0,0,0,0
940,0,0,0,0,0
941,0,0,0,0,0
942,0,0,0,0,0
943,0,0,0,0,0
944,0,0,0,0,0
945,0,0,0,0,0
946,0,0,0,0,0
947,0,0,0,0,0
948,0,0,0,0,0
949,0,0,0,0,0
950,2,0,0,1,3
951,0,0,0,0,0
952,0,0,0,0,0
953,0,0,0,16,10
954,0,0,0,0,0
955,0,0,0,0,0
956,0,0,0,0,0
957,0,0,0,44,25
958,0,0,0,0,0
959,0,0,0,0,0
960,2,0,0,0,1
961,0,0,0,0,0
962,0,0,0,0,0
963,0,0,0,0,0
964,0,0,0,0,0
965,0,0,0,0,0
966,0,0,0,0,0
967,0,0,0,1,0
968,0,0,0,0,0
969,0,0,0,0,0
970,0,0,0,0,0
971,0,0,0,0,0
972,2,0,0,3,3
973,0,0,0,0,0
974,0,0,0,0,0
975,0,0,0,0,0
976,0,0,0,0,0
977,0,0,0,0,0
978,0,0,0,53,43
979,0,0,0,0,0
980,0,0,0,0,0
981,0,0,0,0,0
982,1,0,0,10,4
983,0,0,0,0,0
984,0,0,0,0,0
985,0,0,0,0,0
986,0,0,0,0,0
987,0,0,0,0,0
988,0,0,0,0,0
989,0,0,0,1,0
990,0,0,0,43,15
991,0,0,0,0,0
992,0,0,0,0,0
993,1,0,0,1,2
994,0,0,0,0,0
995,0,0,0,0,0
996,0,0,0,0,0
997,0,0,0,0,0
998,0,0,0,0,0
999,0,0,0,0,0
1000,0,0,0,1,0
1001,0,0,0,0,0
1002,0,0,0,0,0
1003,0,0,0,0,0
1004,0,0,0,0,0
1005,0,0,0,16,5
1006,0,0,0,0,0
1007,0,0,0,0,0
1008,0,0,0,0,0
1009,0,0,0,0,0
1010,0,0,0,0,0
1011,0,0,0,0,0
1012,0,0,0,0,0
1013,0,0,0,0,0
1014,1,0,0,8,6
1015,1,0,0,3,3
1016,0,0,0,0,0
1017,0,0,0,33,30
1018,0,0,0,0,0
1019,1,0,0,6,7
1020,0,0,0,18,14
1021,0,0,0,0,0
1022,0,0,0,0,0
1023,0,0,0,0,0
1024,0,0,0,1,0
1025,0,0,0,0,0
1026,0,0,0,18,3
1027,0,0,0,0,0
1028,0,0,0,0,0
1029,0,0,0,0,0
1030,0,0,0,0,0
1031,0,0,0,0,0
1032,0,0,0,0,0
1033,0,0,0,11,7
1034,1,0,0,36,34
1035,0,0,0,0,0
1036,0,0,0,81,28
1037,0,0,0,0,0
1038,0,0,0,0,0
1039,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,24,22
1042,0,0,0,0,0
1043,0,0,0,0,0
1044,0,0,0,0,0
1045,0,0,0,0,0
1046,0,0,0,0,0
1047,0,0,0,18,5
1048,0,0,0,0,0
1049,0,0,0,0,0
1050,0,0,0,0,0
1051,0,0,0,0,0
1052,1,0,0,0,0
1053,0,0,0,0,0
1054,0,0,0,0,0
1055,0,0,0,0,0
1056,0,0,0,5,4
1057,0,0,0,0,0
1058,0,0,0,0,0
1059,0,0,0,0,0
1060,0,0,0,0,0
1061,0,0,0,35,27
1062,0,0,0,0,0
1063,0,0,0,0,0
1064,0,0,0,0,0
1065,0,0,0,0,0
1066,0,0,0,0,0
1067,0,0,0,0,0
1068,0,0,0,0,0
1069,0,0,0,0,0
1070,0,0,0,0,0
1071,0,0,0,0,0
1072,0,0,0,0,0
1073,1,0,0,0,1
1074,0,0,0,0,0
1075,0,0,0,0,0
1076,2,0,0,0,2
1077,0,0,0,0,0
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,0,0,0,54,41
1081,0,0,0,0,0
1082,0,0,0,0,0
1083,0,0,0,0,0
1084,0,0,0,0,0
1085,0,0,0,0,0
1086,0,0,0,0,0
1087,0,0,0,12,9
1088,0,0,0,0,0
1089,0,0,0,0,0
1090,0,0,0,0,0
1091,0,0,0,0,0
1092,0,0,0,0,0
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,0,0,0,0,0
1096,0,0,0,0,0
1097,0,0,0,0,0
1098,0,0,0,0,0
1099,0,0,0,0,0
1100,0,0,0,0,0
1101,1,0,0,0,1
1102,1,0,0,0,1
1103,0,0,0,0,0
1104,0,0,0,0,0
1105,0,0,0,0,0
1106,0,0,0,0,0
1107,0,0,0,0,0
1108,0,0,0,0,0
1109,0,0,0,0,0
1110,0,0,0,6,6
1111,0,0,0,39,32
1112,1,0,0,0,1
1113,0,0,0,0,0
1114,0,0,0,0,0
1115,1,0,0,0,1
1116,0,0,0,0,0
1117,0,0,0,0,0
1118,0,0,0,0,0
1119,0,0,0,13,6
1120,0,0,0,0,0
1121,0,0,0,6,6
1122,0,0,0,0,0
1123,0,0,0,0,0
1124,0,0,0,0,0
1125,0,0,0,0,0
1126,0,0,0,0,0
1127,0,0,0,47,38
1128,2,0,0,0,2
1129,0,0,0,0,0
1130,0,1,0,3,3
1131,0,0,0,0,0
1132,0,0,0,2,1
1133,0,0,0,0,0
1134,0,0,0,0,0
1135,0,0,0,0,0
1136,0,0,0,0,0
1137,0,0,0,1,1
1138,0,0,0,0,0
1139,0,0,0,39,35
1140,0,0,0,0,0
1141,0,0,0,14,1
1142,0,0,0,0,0
1143,0,0,0,0,0
1144,0,0,0,0,0
1145,0,1,0,16,15
1146,0,0,0,0,0
1147,0,0,0,0,0
1148,0,0,0,0,0
1149,0,0,0,0,0
1150,0,0,0,0,0
